int_z1_b2,int_z1_b3,int_z6_b0,int_z6_b1,norm_z1_b0,norm_z1_b2,norm_z1_b3,norm_z6_b0,norm_z6_b1,max_z1_b2,max_z1_b3,max_z3_b4,max_z6_b0,max_z6_b1,y
6.659528595280217,7.823981420586973,1.857003752028616,3.33066172825044,4.865394335057782,6.498887521217426,7.508414956359786,2.3196945296391096,3.561080132532325,5.712211006594449,7.078956990945021,7.461921324928089,0.8960008471391789,2.388847531418953,1
6.655607844387484,7.8728401167764765,1.6082148838092432,3.351113549466996,4.745545793731882,6.4886676527635405,7.557800903018059,2.147613709940462,3.5518471327315337,5.597625019709471,7.069332450467746,7.344826214786764,0.6715688692597667,2.3385293046890294,1
6.701785446484498,7.843221645819924,1.5436139624326588,3.2631907057873315,4.604078224231824,6.50918102062299,7.523441986759791,2.159956573375253,3.4133721511259574,5.680789852623391,7.090145396251289,7.697887594135792,0.7719169502130193,2.0936283795227166,1
6.707589942705196,7.783018318139622,1.6588817685792494,3.028329595577491,4.56289899210516,6.587208578676621,7.467984309880375,2.14109661043794,3.2838474587571294,5.612827117679113,7.122928873145573,7.526018091194018,0.7019999383359052,1.951272154852152,1
6.661552610144912,8.130713780303099,1.3375800386874943,3.2106404053922084,4.349081702085501,6.491862724282638,8.05432309456912,1.8950446402507664,3.4340234434525305,5.5909691025161,7.943986266650383,7.590992001551208,0.3576872454335894,2.2451287742465778,1
6.640154548146256,7.607287134514691,1.5494710543487844,2.942181437645821,4.576936122513869,6.535323799261866,7.34580321057759,1.9318474874081968,3.2400762718877467,5.536281397165988,6.81939689255466,7.539532351179355,0.4041242176287979,1.9825146267387272,1
6.935530590733764,7.861394529413021,1.0173116008319736,3.102156852112667,4.319706401553942,6.791913916519458,7.584897019793941,1.8457486367384253,3.250229404621637,5.870049741445891,7.156040655999789,7.374144136957597,0.2857462676857875,1.9983769865097052,1
5.675676107852307,6.657740997630202,2.7204679093485096,3.937075866529133,3.58252866594509,5.628256696565116,6.378567288061713,3.534264338322904,4.377215810564371,4.856741505369046,5.985058037072098,7.1618063698823855,2.0054173701452984,2.9704740317605944,1
5.572658488826511,6.961948663177178,3.258169544218388,4.296344164399201,3.529998987627058,5.37343981336065,6.647361082725805,3.6756950623054254,4.55922985808444,4.531662689875221,6.179003563616925,7.818560190439779,2.367378778860934,3.338787601718496,1
5.694120596765465,6.2369747244369815,3.0349444663176626,4.529815154584609,3.681497403973041,5.5123226955832445,6.031398156609583,3.757603404150159,4.757193906255853,4.54902263154816,5.440165197713152,7.612335087270484,2.2342273371721477,3.629384750759379,1
5.577796058632686,6.562974514997944,2.9065018187488247,4.12320049563597,3.651057944370972,5.46163848635227,6.251754374145984,3.698887230391748,4.526668007347862,4.644348276327047,5.838600042366302,7.062308988631072,2.200059748840273,3.298881582114487,1
5.571521217723044,6.389025542290562,2.879016634746924,3.921592481812548,3.624518368703068,5.45337183211849,6.099784209688849,3.697681071533191,4.520669664503568,4.7451727238870856,5.653718015641489,7.235786490034807,2.145107794768288,2.992144129226533,1
5.65748459141868,6.620691463961318,3.1005915845046226,4.1607199508431645,3.8802513197800215,5.4956174130645286,6.319073979201484,3.89024366375588,4.691057713158648,4.514807752588431,5.9007961729554586,7.610277141778037,2.323744457742229,3.367754014840776,1
5.41912541558413,6.254163016430309,3.268825433718111,4.198251500596334,3.729553733539706,5.316426557943354,5.969588494885037,3.6922520563903416,4.493163539000851,4.288599065800282,5.421508252303707,7.711472587142436,2.29852038956357,3.13313320166324,1
5.613056143481966,6.821058436811007,2.989864358581661,4.465139030113099,3.8971754398690366,5.512715528194039,6.549181462018078,3.7908790827225456,4.799029426803396,4.577119044110118,6.2026809902023325,7.767503147416024,2.2203421446302167,3.3631177815146263,1
5.55572365448134,6.708650379236607,3.218177267826029,4.298925092143954,3.652144852850544,5.437455953914445,6.3976697170442405,3.758611556798423,4.618770969653509,4.51593165477185,6.054593713182494,7.708059029784848,2.367706675567384,3.316462173663538,1
5.701292626799942,7.0822706078874775,3.222549564951959,4.270862579805739,3.712552063588913,5.528888801268546,6.816467442329293,3.7004283566111926,4.611272667440312,4.642099236849992,6.4836298401273496,8.236952309816937,2.3921998674727223,3.16888365989864,1
5.6685156184943,6.497943103499627,3.184340645264182,4.5122574293454285,3.9517229814853994,5.521382569931137,6.218067715820387,3.855656487356811,4.723107696474777,4.595635587492871,5.736591986045451,7.479268620000474,2.269862902466459,3.546247854843698,1
6.340420604701031,7.215714552895689,3.5869254526031478,5.096519463675887,3.892201443433113,6.258858447623071,6.92182785012701,3.866241307954744,5.27126199092273,5.186510045352208,6.41165068259892,8.084386142812518,2.5444641579644696,4.127581343053059,1
6.160282123576619,7.076394828590025,3.445036026831901,4.874073276489899,3.9617843812092906,6.148191646778451,6.787517785113801,3.876334395436401,5.236567515302587,5.157455969744056,6.376863748636112,7.734120128033577,2.5413110279069437,3.9021753289127754,1
6.671242088445492,7.719345205444199,3.5065680235558,5.152895642474682,4.034002252196916,6.596243299483218,7.434754533239893,3.853843697476967,5.4352984790731576,5.636782702296868,6.972243177805706,7.5775880395690525,2.3484740626707774,4.309163151728756,1
6.190330474436771,7.1960683036655935,3.339717283316898,4.882386170632356,3.981216277555297,6.127803222991648,6.900434419524364,3.952856035043765,5.224080191054684,5.166336111125505,6.491588581334152,7.510997918787973,2.315112158489627,3.919346056129631,1
6.086215331040872,7.358617328586859,3.681252027730107,4.778505324358655,3.9428625056490074,6.042708471344723,7.050161117891123,4.117559516647198,5.279153274358589,4.924603883338229,6.583271693657159,7.438462657198598,2.795247686210068,3.93153387802422,1
6.119159964012706,7.003639116073369,3.4036032356082857,4.791416480222615,3.9765917146203766,6.056637092877906,6.719351024808722,3.973453110430514,5.157374192430487,4.985920769644728,6.274623504373438,7.470641383241896,2.6242939076491045,3.830387913996969,1
6.253370645919988,7.351779775585096,3.5183774904811047,5.116738679134496,3.9207371354353,6.214924112544131,7.031294506026784,4.057404794724184,5.378664640216449,5.106665706746903,6.622545327356556,7.623696059306215,2.720036840126301,4.078910955028877,1
6.6486672340159245,7.726880873595241,3.6888671065644663,5.263399187052223,4.011967299526392,6.559025108741939,7.431503875469361,4.025577141175525,5.358263909256081,5.501229685544462,6.965225805025803,7.657646053469428,2.535544280838578,4.342113535575495,1
6.614986129252695,7.348640116627171,3.2941992394238047,5.18278963074751,3.922429439897428,6.501042793085926,7.066552766256073,3.770829451016765,5.338800387607654,5.497911377301983,6.581294732814381,7.029515205343171,2.2164241011728,4.2219613575466814,1
6.592752310389116,7.52786679447245,3.420332400729849,5.142648423152612,4.104886492914271,6.46149692791045,7.250267483109853,4.132581247493655,5.443679826221128,5.362502608164807,6.764077580666472,7.63667355566148,2.613753257241441,4.189623067977815,1
6.481580561006919,7.489936698827501,3.280553865507086,5.025163675500092,4.076496416215241,6.445904787743491,7.189707529277595,4.115030051693718,5.255673466987674,5.29622243078174,6.736726987920933,7.20492370747992,2.470286967486197,3.9274107488868015,1
6.587646998236298,8.0653101115886,3.781311187155164,5.171484100701942,4.533511797102396,6.505933235042454,7.825716207889196,4.2964374054651495,5.561153955037408,5.552886718592028,7.539230528930116,7.471254281978005,2.7683775614652544,4.276035859612612,1
6.7424249942096,7.564954267076298,3.879777666932402,5.454977950582118,4.252571194849987,6.607810563996654,7.439138782855742,4.342022121387521,5.602887770830426,5.620643318384098,7.260359166643382,7.606922692631913,2.9681387096812224,4.28881725110664,1
