0,1,2,3,4,5,6,7,8,9,10,11
453.3238980641354,45.77866195685795,165.85578564748135,590.5424736892387,1236.084569833961,9148.106032174543,223.86044399119405,9429.584396975384,30.800262451171875,93.39263916015625,361.2038269042969,510.8982849121094
430.8567843104138,42.09180602542725,163.59669878235448,569.1013841144714,1194.3110713710362,4652.87141057239,188.62973695013616,3874.7129163708796,28.430513381958008,105.56839752197266,385.8929748535156,450.2778625488281
468.5632316765058,42.3448022246675,169.48600287850172,615.8225146182999,1212.918640464793,2686.582347777825,224.6715273857052,2422.8336704429007,28.213586807250977,96.44146728515625,301.0982666015625,321.75048828125
431.01853556213524,43.045576054409814,179.5735747809468,726.8363483291521,1390.97801241842,2258.620944594823,176.59115692481464,2154.6982936912004,27.13909912109375,98.87712097167969,314.5384521484375,467.2041015625
458.39386725522036,41.90754339518945,210.832931571608,929.6499295401535,1403.8276058494425,3640.3983810640475,177.20866000708594,2912.876669914094,28.40652084350586,89.78186798095703,356.05401611328125,389.50506591796875
256.00014655341846,47.60428417353277,235.29432342897792,619.7907022706119,1215.5192304372713,1785.4304926586526,56.968675756525876,1179.4064442804852,93.22398376464844,352.9880065917969,805.7582397460938,1166.5592041015625
344.69356236900745,60.92527158626052,379.6592942794693,984.3856166881808,1613.7047406753616,2930.3190613390993,107.94089423949008,2287.999264393483,142.32382202148438,517.50244140625,619.5548095703125,1316.850830078125
283.37276050021114,50.87660797095364,300.6471524850965,1881.0781506954095,1635.1378870028866,2957.633763677413,60.05138993789607,1829.7779314361003,90.43463134765625,365.624755859375,865.748046875,1424.8818359375
316.0629550959558,50.38975278795822,332.1852399985358,1724.654728080153,1901.8277183259704,4187.456789623365,52.48954139030654,2320.6525027565444,83.36177062988281,390.57000732421875,1415.0008544921875,1215.18994140625
205.97525210015075,55.23384906354746,303.02299424403805,952.0758318696105,1146.6549334158717,2379.949685508335,63.42001542074623,1407.2632632923996,102.73194885253906,373.2813720703125,673.0592041015625,906.145751953125
