0,1,2,3,4,5,6,7,8,9
279.3622741699219,269.1253967285156,751.4725952148438,6319.62353515625,6657.0576171875,1550.7510986328125,6.414770126342773,32.375038146972656,193.6592254638672,340.9154357910156
242.99725341796875,230.73947143554688,764.3458251953125,2985.17724609375,2527.88232421875,717.6295776367188,7.119714736938477,35.210994720458984,194.3329620361328,279.6082763671875
317.5982360839844,262.9449157714844,818.4703979492188,1176.540771484375,1191.75927734375,288.0895080566406,7.256239891052246,30.631305694580078,129.0279998779297,193.8183135986328
296.0390930175781,312.41424560546875,946.71435546875,1097.4278564453125,959.5926513671875,281.263671875,7.502947807312012,35.57817459106445,124.58133697509766,323.9286193847656
286.7765808105469,453.7555236816406,913.5849609375,2325.572021484375,1862.531005859375,645.3721923828125,7.501255512237549,24.706193923950195,150.91424560546875,249.48724365234375
125.22023010253906,300.1899719238281,607.5398559570312,862.3060302734375,641.8530883789062,402.69390869140625,17.198577880859375,118.46856689453125,409.81048583984375,663.203369140625
204.83229064941406,550.1341552734375,869.1654052734375,1490.9404296875,1136.885009765625,802.4547729492188,32.985721588134766,129.08840942382812,221.15933227539062,770.3468017578125
125.7550048828125,1159.162353515625,826.4230346679688,1494.113037109375,899.1912841796875,897.8601684570312,17.74577522277832,98.9397964477539,388.8493347167969,802.445556640625
159.89181518554688,1040.4404296875,1003.1129760742188,2095.466064453125,1023.0549926757812,1091.686279296875,15.804815292358398,126.55509948730469,853.869140625,561.5632934570312
116.98988342285156,512.7193603515625,566.2236938476562,1026.045654296875,663.7477416992188,667.7496948242188,22.900266647338867,117.20658111572266,317.4778747558594,524.8760375976562
176.12261962890625,375.92852783203125,1119.454833984375,1262.32958984375,827.484130859375,1021.9617919921875,14.528660774230957,83.4861068725586,203.458251953125,844.2489013671875
147.89117431640625,682.1080932617188,1091.565673828125,1607.4892578125,869.15087890625,3306.876708984375,17.892559051513672,101.51282501220703,400.9411315917969,713.9833374023438
197.22047424316406,321.59893798828125,717.6192016601562,1343.4310302734375,534.1702270507812,385.9419860839844,14.882343292236328,57.610233306884766,553.0709838867188,861.8345336914062
238.56814575195312,535.7379760742188,1128.813232421875,2210.145263671875,637.251220703125,557.8133544921875,16.7225399017334,68.95822143554688,825.773193359375,870.6212768554688
323.303955078125,479.6622009277344,820.3836669921875,1682.8363037109375,619.2569580078125,532.8546752929688,13.684182167053223,78.70601654052734,791.871337890625,1184.93994140625
263.63421630859375,505.2583923339844,1023.7928466796875,1960.591796875,872.218505859375,1001.3020629882812,12.118195533752441,46.31278610229492,509.4671325683594,1054.6624755859375
332.65216064453125,438.7130432128906,1184.890869140625,2896.26416015625,1116.6002197265625,1194.1446533203125,13.607032775878906,54.12024688720703,602.9317016601562,747.83544921875
295.826904296875,314.7955017089844,1199.8045654296875,2121.56689453125,980.968505859375,1165.7105712890625,12.357264518737793,40.754512786865234,588.9876098632812,708.0703125
126.13900756835938,107.72151947021484,192.91702270507812,745.1862182617188,1463.712646484375,549.074462890625,10.561596870422363,39.20716857910156,62.18181228637695,148.9445343017578
201.25723266601562,126.3660888671875,219.631591796875,753.83642578125,1310.426025390625,353.9054260253906,8.058919906616211,36.5672492980957,77.87433624267578,147.88111877441406
197.95620727539062,108.19279479980469,239.90176391601562,628.3812255859375,1116.80224609375,341.7056884765625,6.7289628982543945,43.36213302612305,70.7557373046875,114.98733520507812
142.00392150878906,136.89028930664062,184.76959228515625,944.0564575195312,1830.5107421875,726.4805297851562,7.1756696701049805,42.965301513671875,94.7874526977539,117.4596176147461
184.4439697265625,140.46200561523438,207.20968627929688,1237.843994140625,1066.1307373046875,2124.892333984375,9.960794448852539,60.49456024169922,100.78170013427734,125.22588348388672
