0,1,2,3,4,5,6,7,8,9,10,11
1268.930349535345,44.84611209628833,256.38310059547894,733.0461846343582,1820.427313403595,9314.760834460933,28.86401439831479,9178.462192672716,44.26889419555664,173.3540802001953,583.7926635742188,1268.3525390625
850.6550460528565,34.186575439061215,183.41878131660604,616.2252028006892,1163.9089997192136,5629.135395407976,29.491999325110164,4685.681572341782,52.00688934326172,223.79774475097656,788.716552734375,1070.8197021484375
807.8899190634775,33.4259882667114,169.61862934595052,633.9568036245912,996.8910792253051,3966.9555383090837,29.284583256122325,2608.6671610991543,45.71929931640625,216.25698852539062,683.6552124023438,1043.960693359375
882.0912085221947,49.3840206196624,189.08093532207454,704.6821427253759,921.6272999154252,3928.2134644303114,35.89790329917111,1736.5227967440533,48.81527328491211,219.86451721191406,863.8550415039062,1218.9176025390625
756.6489205781929,54.44681482572894,227.56317974333933,720.0134322923626,979.173259309373,5503.24665235182,47.02197981416709,2679.8349036510645,67.19845581054688,251.18003845214844,965.8505249023438,1183.559326171875
160.4323718506996,62.004792112656695,263.72554338446366,886.0859580463059,717.6885286686237,2697.8133703138587,304.737663955291,3490.917150804355,70.07566833496094,369.35113525390625,1651.555419921875,846.075927734375
135.02692911061672,57.121970767408826,229.34011308928018,676.4516067342438,679.4840656175571,2113.9986843521065,263.48968955690316,1837.1892595169215,58.237022399902344,275.07781982421875,1072.068115234375,629.580078125
151.49897856757522,58.38028200436857,229.05484011133228,677.7665357497567,759.1574080467273,2103.3526674174036,250.9100673885975,1500.631323981814,61.34511947631836,296.2650451660156,1372.562255859375,1382.7117919921875
184.4758581533572,61.045172539598994,216.1354042658743,584.4108577527347,821.4047335436613,1536.83278725897,305.3841849834233,1195.3210407414745,75.83660125732422,322.23486328125,1545.709228515625,888.5556640625
212.65350895213473,58.22360741676985,222.2931286751275,706.3694985707135,969.38624745458,2357.8866390371227,289.9005465573374,1779.2987895765584,64.4043960571289,328.25555419921875,1592.09375,587.9422607421875
212.35247156781202,56.915357804753974,241.58330627643844,822.0409961292752,777.68809887637,1856.923653699823,224.58781644626896,1592.8974364672424,60.96841812133789,379.4291076660156,1625.236083984375,733.1416625976562
195.4353165021998,58.26768611318173,249.75699779361045,714.0212531176358,825.6176725586864,2160.080789118844,226.46197452416624,1574.4747741872554,60.512577056884766,339.90850830078125,1279.7935791015625,729.965087890625
235.65336255697915,64.82556563790789,234.17851638453118,767.0104108604129,1009.063838420162,1699.8515526603785,268.9535394687128,1568.644623200031,67.47887420654297,315.2709655761719,1823.9931640625,1410.1163330078125
171.8784206451852,66.42648107930887,260.09099741145974,877.7792006307931,874.4860336895766,1752.4824306973494,238.000667265325,1059.608527499591,56.145530700683594,366.9775085449219,1452.1378173828125,780.0260009765625
123.57859277688976,50.524714959077336,235.84587580299026,814.3825743761869,639.3578993109855,2538.3957771965506,217.75317947172752,1996.1399094077801,65.6945571899414,384.0650939941406,1828.1136474609375,857.21240234375
193.3634959887376,56.01444585603663,258.19966641737534,837.6104093862612,817.4718915242731,2081.1340494742817,164.78906480748142,1416.6664191958191,58.62092971801758,418.20806884765625,1569.47607421875,704.1929321289062
220.88940598573433,55.83883182623129,283.82419444344816,1182.973668514393,1089.3303856119578,1881.3054517414091,148.1130407148423,1330.5756593353613,63.0263786315918,520.476318359375,2232.045166015625,1091.720947265625
188.3628380590058,55.33589906204817,281.10171130401585,1070.2115716649587,920.3711823087864,1664.1845733020455,196.04566935341603,1122.7255353540884,61.417598724365234,463.179931640625,1964.756103515625,770.08740234375
199.74243164325733,52.961324335213725,288.9812456686391,1176.3798282899527,914.9778354260313,1791.1837345395654,150.59608822570934,1418.7810544438557,56.53203201293945,434.8707275390625,2233.453857421875,862.5726928710938
156.92848741090708,54.16964405619199,266.1845438512122,919.675781491774,729.7102851475352,1728.4467138408745,175.04934869635028,1456.6381656058336,44.78628921508789,347.4259338378906,1529.3231201171875,596.8091430664062
282.789103745654,57.313824523915535,306.915290829523,1074.8592317131931,1208.2727359333514,1737.1675463549927,265.96139584828177,1551.669829105666,55.550941467285156,415.8814697265625,1911.494873046875,801.2522583007812
570.4140260175383,128.81754681228824,548.6556768250698,1049.092897054388,1988.2006585674276,2341.2040948437816,196.1729791754342,1171.0454751913617,34.83246612548828,170.1649627685547,579.0054321289062,852.2909545898438
809.0000083942994,184.95027284134684,542.3328225674572,1223.7518844114777,2888.606885914038,2660.3049786891347,353.9173618032428,2118.980826821553,136.39630126953125,229.99156188964844,578.1116943359375,1242.3060302734375
607.8532068285986,101.89317011373915,443.05935309856386,950.7968890397952,1971.9204533573236,2637.2961711984517,277.00591713547476,1577.3160362040692,76.66043090820312,194.79718017578125,571.90771484375,653.8790283203125
417.92432104067234,78.4206939665313,498.6274196843881,897.008879535984,1439.2324149673796,1768.2943881652511,233.2850834845532,1352.54291315323,25.814773559570312,136.93093872070312,430.70843505859375,767.557861328125
501.8084848627289,93.44214755236806,389.73987212854996,908.8151118773748,1658.226348650046,3290.444800383521,253.40358250569955,1809.7751941499375,33.75538635253906,169.53712463378906,521.072265625,779.9038696289062
452.03370857892963,84.69351746412673,448.7557537025593,1007.4088425311855,1515.7282884440942,2611.2560891086623,215.85693068436788,1586.1038728962687,29.104684829711914,168.03355407714844,496.0382385253906,752.5255737304688
400.0005543003663,84.81433865062282,490.0166690078997,998.9255743052529,1357.5869048361537,2333.66870041963,233.29440188616994,1536.329411515914,27.128591537475586,152.93630981445312,489.1417236328125,791.219970703125
567.8920843425807,90.77446066000572,395.0561400749024,958.9512791002948,1791.1576625776493,2235.1897243926965,200.61115444951946,1296.1973197591467,30.501089096069336,159.86766052246094,542.1424560546875,924.09521484375
540.2794045884698,94.60771413658154,437.18559852960243,952.0523118730009,1960.8145637812083,2435.493856690383,33.30886117868194,1102.4401752029196,42.65311050415039,150.927978515625,326.9779357910156,685.3976440429688
681.2965867471806,106.00649615259356,456.0863358645215,1220.5693696210183,2572.085229200928,3077.5593336042753,39.579865698562806,1445.0495250194083,51.40745162963867,201.34527587890625,435.3943176269531,795.6446533203125
686.0585430299446,89.80278362525279,467.4971652635478,986.4067783831041,2581.379400946739,2817.256067286104,37.22719489476931,1844.6764647002267,40.329010009765625,170.34799194335938,365.3662414550781,835.0894165039062
858.4650590959716,111.2990311837422,482.5612514055859,1261.6024238628052,3681.441707505603,3452.5248711197655,45.77991136921643,1775.5109389546521,50.38850402832031,205.55247497558594,384.8874816894531,1330.4322509765625
