0,1,2,3
741.4914779736039,1675.131127577896,19.24299403869857,85.17059906340242
683.6504386374727,1611.131506346787,30.138667009627778,95.00728112945703
771.4642744213343,1646.8620311425377,16.172063144789718,81.7792484973009
841.7708864537999,1876.8479690290987,22.03340637414051,93.17358567902313
1070.6251426387266,1858.6653939497965,19.721312661393313,61.75589635827053
704.4489146448517,1526.5690163339798,44.851798747704976,258.81641383556416
1178.0024648647134,2037.301306823889,80.71727635581433,327.07420092762914
2372.7521538129076,2066.2016670427593,52.28726784306733,266.85750668086496
2329.526159216805,2439.044463276242,66.34618531364927,442.8364405044703
1117.0708972703044,1455.2151056615014,47.309301964904684,323.45311023939087
952.0857318411581,2423.3925397495427,34.552010675712765,221.3018545566204
1419.1097178460718,2386.66184985886,49.345575216376645,270.20925107998966
700.3062066400113,1795.1696306377028,46.51579809002578,177.57807052570084
1072.8359322164517,2526.8441991408663,56.24020283215698,258.2677560241621
963.9017155913946,1990.5881958951552,44.7772607258715,235.54204769946227
1005.9928763088149,2381.7493762640906,40.359815359280525,155.59652547731332
956.9123646405836,2805.2336623538285,49.79266782615255,187.66476923060446
760.7532067710223,2665.7879497470954,38.009283007573686,123.51177317735466
298.67025583159796,413.6039486414908,25.361279872631712,95.20161006121391
374.95501777789707,459.8707480820206,21.05158456002755,101.71574311989389
321.03443450344884,486.8384738109695,19.763988145799278,91.66818000105559
344.4715462745322,384.53723805964296,19.253353507384112,117.09315955820541
338.0535820516137,421.3530013053678,29.5520233756979,148.54718490179462
437.5895146697294,730.465494486969,2.4048566403574414,10.583153524095298
434.7222019563584,864.4894683201178,2.353366173710583,10.753334782197271
439.67530026868917,601.6798445961126,2.542707574648526,10.325284057418685
368.279587927158,686.3757271037125,1.6641467382020587,9.523060745701514
368.4271550052411,566.0829252731055,1.689845300685344,10.71063551277075
719.4200864804443,1847.661010611802,31.435255859328507,102.7922058031545
902.4795844752031,1819.7176211650171,30.005644961381524,142.28763685635445
857.992239250879,2228.227843724191,43.39323060028255,128.28307660100108
751.1253036425138,2093.569197628026,32.67235204204917,122.48453524681584
1367.6990534858778,2277.8664210649827,26.79560587987847,117.1631914965886
1192.4999327717037,2112.356797270477,34.29658301367938,123.33768516869168
1206.9647011047539,3553.819077853113,26.08546458794929,98.03392725106096
1128.373503490351,2510.207118117561,19.382643816868946,137.05408534443023
1143.991973634654,2218.214370323345,18.96126874105539,81.38079607997011
579.6355292446291,1676.926432965944,2.8599618844358092,16.963994689898147
671.3180319758442,1951.045852176224,3.1422493155065845,18.58789358536766
633.979114352027,1793.016563537841,4.0260124928245205,13.243614685188124
582.8310380155065,2007.87187024268,3.465326381528939,29.660589162856922
533.0327757515479,1191.0899344279119,4.719978057868805,25.43661431240313
1212.83972761423,3183.2163754316666,17.25667020207523,59.03138677863171
1412.4864549577856,2979.083597759406,28.702425406978968,130.047513408567
1295.029030919075,3288.117372482394,112.99009501918529,269.1584818204865
1791.474789411916,3844.133402264987,22.154481978475815,117.51454668533793
1149.1103624310344,3667.7938915956765,23.92194031985612,121.65356353763491
1646.4946582720925,5023.373857674499,34.17980462114792,152.11007021877353
1593.3453292294093,4674.1349703023825,23.981849691971245,96.91658198493434
1196.0156706425669,3569.0507463142276,23.03866917398409,103.68220674136924
371.33085118785186,886.0698831373204,98.32639066289023,222.7353875057597
