int_z1_b0,int_z1_b1,int_z1_b2,int_z1_b3,int_z3_b4,int_z4_b4,int_z5_b4,int_z6_b0,int_z6_b1,int_z6_b2,int_z1_b3,norm_z0_b3,norm_z1_b0,norm_z1_b1,norm_z1_b2,norm_z1_b3,norm_z3_b4,norm_z4_b0,norm_z4_b4,norm_z6_b0,norm_z6_b1,norm_z6_b2,norm_z6_b3,pic_z0_b3,pic_z1_b2,pic_z1_b3,pic_z3_b4,pic_z4_b4,pic_z5_b4,pic_z6_b0,pic_z6_b1,pic_z6_b2,pic_z6_b3
21.96899821829477,190.78505912481344,927.1519604649704,2501.5299947839226,6377.752911131829,7350.304875135419,19461.824367923666,24.198601896952216,129.88611871549315,751.6361545985565,1687.8939774725586,1268.930349535345,44.84611209628833,256.38310059547894,733.0461846343582,1820.427313403595,9314.760834460933,28.86401439831479,9178.462192672716,44.26889419555664,173.3540802001953,583.7926635742188,1268.3525390625,818.055908203125,368.6767578125,1262.8902587890625,5884.94384765625,7414.49072265625,18736.572265625,11.71575164794922,58.98105239868164,309.6109924316406,882.263916015625
20.17463184882945,167.36862642694902,753.3136945705239,1584.1947787484771,3668.4692560148737,3375.1896207754808,10150.997673172504,49.27877800586673,222.2417243936555,1060.4588112404258,1464.7237259196115,850.6550460528565,34.186575439061215,183.41878131660604,616.2252028006892,1163.9089997192136,5629.135395407976,29.491999325110164,4685.681572341782,52.00688934326172,223.79774475097656,788.716552734375,1070.8197021484375,497.234130859375,254.85452270507807,697.31787109375,3458.279296875,3131.913818359375,10127.041015625,14.928400039672852,84.5805435180664,423.9093627929688,702.1806030273438
18.67612471389293,146.562516212866,819.3940273464347,1317.3820798095935,2429.409134687856,1707.3888590907056,3808.516576801737,27.22498275737356,211.90085778048768,918.530407993899,1369.547837022692,807.8899190634775,33.4259882667114,169.61862934595052,633.9568036245912,996.8910792253052,3966.955538309084,29.284583256122325,2608.6671610991543,45.71929931640625,216.25698852539065,683.6552124023438,1043.960693359375,426.1645812988281,292.1368408203125,599.5989990234375,2358.65771484375,1672.32568359375,3500.131103515625,8.69098949432373,80.46448516845703,348.5493469238281,674.208740234375
27.023251288366737,134.2203241555447,853.1098910986912,1251.061715574314,2525.060219872743,1205.4010894236465,1593.005145513142,29.76290292469396,181.48652106116057,1103.1286943349985,1630.1005570928874,882.0912085221947,49.3840206196624,189.0809353220745,704.6821427253759,921.6272999154252,3928.213464430312,35.89790329917111,1736.5227967440533,48.81527328491211,219.8645172119141,863.8550415039062,1218.9176025390625,579.7696533203125,300.4784545898437,610.236328125,2198.08544921875,855.345947265625,1274.1868896484375,11.51456069946289,80.03319549560547,423.8144836425781,806.4246215820312
38.53263307788681,174.66224886015215,918.7405649498104,1327.294710849722,3631.285934363802,1706.3164090750115,1830.648867921904,47.566679972143895,185.7671066488741,1339.0319872810503,1589.330131862623,756.6489205781929,54.44681482572894,227.56317974333933,720.0134322923626,979.173259309373,5503.24665235182,47.02197981416709,2679.8349036510645,67.19845581054688,251.18003845214844,965.8505249023438,1183.559326171875,396.1568298339844,342.75750732421875,585.7537841796875,3440.830078125,1607.414794921875,1430.0565185546875,16.043319702148438,65.65373229980469,521.064697265625,721.823974609375
33.380249559413635,246.25046226683,1192.512154547032,949.1279119144504,1757.694814763963,2373.964178288976,1174.7574951987092,63.72539885215518,432.4687221925123,2579.978485516428,970.8444226542488,160.4323718506996,62.004792112656695,263.72554338446366,886.0859580463059,717.6885286686237,2697.8133703138587,304.737663955291,3490.917150804355,70.07566833496094,369.3511352539063,1651.555419921875,846.075927734375,86.98516845703125,526.369384765625,414.19720458984375,1190.153076171875,2212.9716796875,1148.34814453125,16.49105453491211,192.0146484375,1256.6871337890625,366.2857360839844
32.663666446916366,192.53423965979405,966.857569205885,888.2812824139061,1652.8322588391602,1256.6377950819829,543.8833632011277,40.98893547078963,309.5029965546273,1754.060521456801,859.1669474858791,135.02692911061672,57.121970767408826,229.34011308928015,676.4516067342438,679.4840656175571,2113.9986843521065,263.4896895569032,1837.1892595169213,58.23702239990234,275.07781982421875,1072.068115234375,629.580078125,78.26539611816406,461.21142578125,425.9786682128906,967.5318603515624,873.6710205078125,406.4848327636719,11.85075569152832,136.32833862304688,850.5123291015625,379.28424072265625
28.926890599541363,205.09907406582107,939.0588162285272,1023.5799355236812,1417.3429869661727,1054.1958940792829,485.17314762746287,61.71482704835943,318.4967502174161,2319.5228047244404,1613.4254188323391,151.49897856757522,58.38028200436857,229.05484011133228,677.7665357497567,759.1574080467273,2103.352667417404,250.9100673885975,1500.631323981814,61.34511947631836,296.2650451660156,1372.562255859375,1382.7117919921875,97.5810546875,447.69189453125,473.4974670410156,1088.8984375,878.3174438476562,328.8487548828125,19.139314651489254,142.51426696777344,1193.2779541015625,1157.2069091796875
33.363416946095334,201.82348025195336,800.5872724237852,1103.1717216521502,1162.4554152765,921.0948523360614,706.0329614182314,80.03484552221683,407.9081152204986,2648.7897137919595,1168.9801941442615,184.4758581533572,61.045172539598994,216.1354042658743,584.4108577527347,821.4047335436613,1536.83278725897,305.3841849834233,1195.3210407414745,75.83660125732422,322.23486328125,1545.709228515625,888.5556640625,110.00357055664062,364.4435424804688,501.3948364257813,725.5396728515625,573.1188354492188,562.8720092773438,20.748083114624023,179.6466064453125,1306.052734375,595.1449584960938
33.88387129931167,208.54574653921492,1007.3538936819724,1301.5870191169283,1573.776815097779,1254.7742088989664,734.1148786844375,59.62649006898573,425.538006096244,2626.22520898104,780.4560587089509,212.65350895213476,58.22360741676985,222.2931286751275,706.3694985707135,969.38624745458,2357.8866390371227,289.9005465573374,1779.2987895765584,64.4043960571289,328.25555419921875,1592.09375,587.9422607421875,159.40524291992188,483.9186401367188,626.5751342773438,949.3533325195312,851.7588500976562,503.7232971191406,16.894750595092773,190.6890106201172,1408.7015380859375,391.7245178222656
32.207348835091885,258.8876447916652,1188.9511098311436,1060.7456144706034,1200.9517312018822,1072.055612936616,614.5342256349201,56.68889981281245,493.6699430145867,2722.254327026273,973.6588417499636,212.352471567812,56.91535780475397,241.58330627643844,822.0409961292752,777.68809887637,1856.923653699823,224.58781644626896,1592.8974364672424,60.96841812133789,379.4291076660156,1625.236083984375,733.1416625976562,145.67665100097656,582.8515625,532.0061645507812,750.2825317382812,824.103271484375,394.91497802734375,20.170053482055664,212.4143829345703,1330.4544677734375,474.4812316894531
31.295949968276545,255.52097493381007,1028.633510422039,1099.0695260468249,1603.8775924916065,1100.974249780178,843.9101235323275,58.33416594010728,408.5225844926705,2039.180349402828,999.3831217754632,195.4353165021998,58.26768611318173,249.75699779361045,714.0212531176358,825.6176725586864,2160.080789118844,226.46197452416624,1574.4747741872554,60.512577056884766,339.90850830078125,1279.7935791015625,729.965087890625,130.7423553466797,469.640380859375,539.8265380859375,915.8984375,635.3670043945312,681.259765625,13.69125270843506,174.5926513671875,991.7075805664062,512.0894775390625
34.43858705915045,230.99857571440708,1089.365673134957,1388.8117978864657,1110.2745832428336,987.3082335479556,866.248208406071,51.39473494611835,411.5774781098201,3115.852789619937,1950.1062336557848,235.65336255697915,64.82556563790789,234.1785163845312,767.0104108604129,1009.063838420162,1699.8515526603785,268.9535394687128,1568.644623200031,67.47887420654297,315.2709655761719,1823.9931640625,1410.1163330078125,149.3596954345703,508.5298461914063,666.2161254882812,694.5159912109375,692.3814697265625,647.541015625,15.189334869384766,179.77545166015625,1619.6336669921875,942.0697631835938
40.22770700090041,262.02900786153623,1335.1575086090402,1174.7497432821742,1254.4140073327967,736.3561260352532,593.1928134032835,53.83699424892741,531.729781541595,2422.9655264139483,1066.4489535884932,171.8784206451852,66.42648107930887,260.09099741145974,877.7792006307931,874.4860336895766,1752.4824306973494,238.000667265325,1059.608527499591,56.1455307006836,366.9775085449219,1452.1378173828125,780.0260009765625,114.53590393066406,671.1829833984375,566.2677001953125,774.720703125,536.9789428710938,345.9853515625,18.679553985595703,238.417724609375,1233.00146484375,509.1871337890625
31.093134259261813,234.77479643772435,1180.6285938074193,802.3982571987435,2050.747558517381,1622.627958932891,682.6248592082412,63.83957225664441,519.7976904044626,3210.9123795276964,1152.1107966393852,123.57859277688976,50.524714959077336,235.84587580299024,814.3825743761869,639.3578993109855,2538.3957771965506,217.75317947172752,1996.13990940778,65.6945571899414,384.0650939941406,1828.1136474609373,857.21240234375,72.137939453125,531.5556640625,373.4549865722656,1179.9163818359375,949.7147216796876,543.5628051757812,26.901626586914062,225.2578582763672,1501.0736083984375,604.2273559570312
32.445382205226146,248.5295634251088,1230.511484497382,1109.614385335085,1385.2723526867726,999.7388707250356,692.0494162611042,57.380324488311686,600.0579809173747,2763.728328819542,923.9799970455156,193.3634959887376,56.01444585603663,258.19966641737534,837.6104093862612,817.4718915242731,2081.1340494742817,164.78906480748142,1416.6664191958191,58.62092971801758,418.20806884765625,1569.47607421875,704.1929321289062,131.12440490722656,561.6853637695312,511.0159606933594,888.4205932617188,601.3631591796875,418.92620849609375,22.98425674438477,250.77154541015625,1196.5162353515625,384.2729797363281
42.50882101167129,333.1238421201318,1896.8336132100471,1442.0462556540344,1220.600086598657,946.0322762370728,498.6213368426543,73.0755672144102,815.9300354822577,3841.8859183181385,1483.122028653199,220.88940598573436,55.83883182623129,283.82419444344816,1182.973668514393,1089.3303856119578,1881.305451741409,148.1130407148423,1330.5756593353613,63.0263786315918,520.476318359375,2232.045166015625,1091.720947265625,147.2686767578125,991.3453369140624,725.070068359375,781.234375,601.6275024414062,316.04412841796875,30.82588768005371,334.23785400390625,1968.9744873046875,772.23388671875
42.9701129773166,319.4295153824496,1711.3438692335817,1239.0939102585735,1188.8616402565192,905.956290434425,426.50579158309847,79.45110451833654,706.3241309680355,3418.4883088463293,1001.1645874834308,188.3628380590058,55.33589906204817,281.10171130401585,1070.211571664959,920.3711823087864,1664.1845733020457,196.04566935341603,1122.7255353540884,61.417598724365234,463.179931640625,1964.756103515625,770.08740234375,130.81427001953125,737.3745727539062,647.7378540039062,699.9852294921875,530.3115234375,258.5021667480469,34.21952438354492,287.0361022949219,1480.3050537109375,506.9107971191406
