0,1,2,3,4
368.6767578125,1262.8902587890625,5884.94384765625,11.715751647949219,58.98105239868164
254.85452270507812,697.31787109375,3458.279296875,14.928400039672852,84.5805435180664
292.1368408203125,599.5989990234375,2358.65771484375,8.69098949432373,80.46448516845703
300.47845458984375,610.236328125,2198.08544921875,11.51456069946289,80.03319549560547
342.75750732421875,585.7537841796875,3440.830078125,16.043319702148438,65.65373229980469
526.369384765625,414.19720458984375,1190.153076171875,16.49105453491211,192.0146484375
461.21142578125,425.9786682128906,967.5318603515625,11.85075569152832,136.32833862304688
447.69189453125,473.4974670410156,1088.8984375,19.139314651489258,142.51426696777344
364.44354248046875,501.39483642578125,725.5396728515625,20.748083114624023,179.6466064453125
483.91864013671875,626.5751342773438,949.3533325195312,16.894750595092773,190.6890106201172
582.8515625,532.0061645507812,750.2825317382812,20.170053482055664,212.4143829345703
469.640380859375,539.8265380859375,915.8984375,13.691252708435059,174.5926513671875
508.52984619140625,666.2161254882812,694.5159912109375,15.189334869384766,179.77545166015625
671.1829833984375,566.2677001953125,774.720703125,18.679553985595703,238.417724609375
531.5556640625,373.4549865722656,1179.9163818359375,26.901626586914062,225.2578582763672
561.6853637695312,511.0159606933594,888.4205932617188,22.984256744384766,250.77154541015625
991.3453369140625,725.070068359375,781.234375,30.82588768005371,334.23785400390625
737.3745727539062,647.7378540039062,699.9852294921875,34.21952438354492,287.0361022949219
934.0228271484375,622.9067993164062,758.7794799804688,27.265193939208984,295.3912048339844
688.2786254882812,473.24365234375,767.9650268554688,17.88376235961914,218.6070098876953
870.4645385742188,852.8759765625,800.8487548828125,23.092140197753906,292.7893981933594
408.25714111328125,1189.735595703125,1339.269287109375,8.203768730163574,56.473018646240234
520.8001098632812,1915.4345703125,1576.4571533203125,27.41576385498047,55.4633903503418
415.994873046875,1342.010986328125,1568.6004638671875,16.639467239379883,68.4720230102539
356.13983154296875,886.2857666015625,827.6063232421875,5.449268817901611,40.94307327270508
404.86865234375,1049.7984619140625,1591.3900146484375,8.417542457580566,54.3276481628418
425.5362243652344,944.0968627929688,1198.954833984375,5.616480827331543,58.99903869628906
421.896484375,876.7109375,1186.5638427734375,5.20594596862793,48.028099060058594
390.558837890625,1164.4066162109375,1209.88330078125,7.076871871948242,56.70943832397461
374.0096740722656,1164.367431640625,1272.24658203125,10.807953834533691,42.97037124633789
450.4530334472656,1573.431884765625,1516.011962890625,11.436064720153809,49.521514892578125
417.88262939453125,1596.3575439453125,1199.452392578125,8.283709526062012,51.09111022949219
469.4029846191406,2339.531005859375,1464.9324951171875,11.670684814453125,53.7381591796875
326.94873046875,1623.7171630859375,1394.177490234375,12.053743362426758,67.46694946289062
299.37322998046875,1303.9678955078125,1600.789306640625,9.869805335998535,52.31659698486328
307.7370300292969,1307.1729736328125,1867.3603515625,11.119633674621582,54.39833450317383
341.2347717285156,1039.9287109375,1253.6527099609375,11.900325775146484,109.1709213256836
312.7715759277344,1071.547119140625,1197.9921875,12.754176139831543,162.01199340820312
285.88726806640625,700.0037841796875,805.5223388671875,17.18964195251465,176.32154846191406
337.0697326660156,703.1202392578125,924.8117065429688,15.890992164611816,170.5706024169922
313.3960876464844,777.5255126953125,1430.344970703125,13.395005226135254,160.01837158203125
326.3606262207031,783.42236328125,1882.223388671875,21.02634620666504,266.5397033691406
465.15447998046875,661.9131469726562,18401.92578125,3.934232711791992,22.97767448425293
826.2838134765625,872.3439331054688,9116.826171875,4.97699499130249,26.959396362304688
316.6685485839844,818.8824462890625,4795.35498046875,4.722455024719238,20.831398010253906
395.924072265625,1052.3892822265625,5943.6005859375,4.9354023933410645,23.265682220458984
340.507080078125,597.5722045898438,3377.67919921875,4.924201488494873,25.561256408691406
297.2171936035156,724.7752685546875,5401.85986328125,5.810904026031494,24.082550048828125
381.74957275390625,533.5070190429688,3775.907470703125,3.363006353378296,16.132511138916016
331.1722717285156,770.5803833007812,4303.55419921875,3.558004140853882,16.668224334716797
445.756103515625,1112.328369140625,2497.205810546875,8.221325874328613,78.56291198730469
368.21624755859375,1478.75244140625,964.2302856445312,11.568894386291504,55.098880767822266
408.27752685546875,1352.024169921875,992.7127685546875,12.136812210083008,67.89165496826172
353.36688232421875,975.1690673828125,940.0900268554688,11.024715423583984,76.34815979003906
339.3161315917969,890.6116943359375,920.9890747070312,7.004249095916748,66.08411407470703
440.43231201171875,1731.029541015625,841.4093627929688,10.250142097473145,94.52762603759766
321.2983093261719,1019.5265502929688,1111.834228515625,12.813257217407227,69.81446075439453
364.5877990722656,1009.3689575195312,864.4437255859375,9.576827049255371,52.53031539916992
418.89208984375,799.1378784179688,1128.5361328125,2.780158281326294,26.386001586914062
283.1805419921875,1027.716064453125,1112.375732421875,4.299325942993164,22.084688186645508
220.5561065673828,846.9737548828125,1356.9356689453125,4.434035778045654,23.882720947265625
540.0791625976562,861.7955932617188,956.6610107421875,4.045629978179932,24.834882736206055
336.0904235839844,817.8521728515625,1394.9534912109375,3.4971330165863037,25.156904220581055
307.63555908203125,1334.95068359375,1215.4432373046875,4.050166606903076,17.606828689575195
325.080322265625,989.2708740234375,1449.644775390625,3.422370195388794,22.60038185119629
369.3388977050781,1032.656494140625,1368.104248046875,2.1312808990478516,13.150413513183594
246.97744750976562,882.71484375,1330.318359375,4.930271625518799,22.11962127685547
382.3224182128906,888.2262573242188,1523.899169921875,2.4502248764038086,19.627553939819336
327.87054443359375,1005.2394409179688,802.3425903320312,2.483280897140503,18.160398483276367
311.9508056640625,1118.066650390625,903.7607421875,2.5779950618743896,21.56499671936035
323.19097900390625,938.6070556640625,1274.4761962890625,2.728785753250122,19.706012725830078
341.8803405761719,934.9476318359375,1175.0843505859375,2.7562992572784424,21.426271438598633
381.39019775390625,1109.400146484375,1085.551513671875,2.757397174835205,21.190359115600586
451.4300231933594,1239.428466796875,1547.1173095703125,2.9414119720458984,20.850194931030273
388.7496337890625,968.7345581054688,1197.98828125,2.725335121154785,19.064706802368164
310.619140625,1006.7095947265625,1320.7216796875,2.7702534198760986,21.456920623779297
390.20050048828125,1383.836669921875,1347.5421142578125,2.577129602432251,20.617658615112305
430.95654296875,979.521484375,1229.2445068359375,3.1401209831237793,18.698179244995117
357.2027587890625,1192.098876953125,2703.88818359375,2.214451789855957,14.525192260742188
347.66094970703125,1421.1871337890625,2256.859375,3.093975067138672,8.413023948669434
338.84112548828125,1915.914794921875,1903.3011474609375,1.807935357093811,8.234452247619629
445.1875915527344,3866.018798828125,2162.000244140625,4.457894325256348,10.284286499023438
342.2103576660156,1427.7103271484375,2833.24169921875,2.5642900466918945,8.154412269592285
346.6806945800781,1142.0701904296875,1923.8472900390625,1.4632899761199951,10.051512718200684
