0,1,2,3,4,5,6,7,8,9,10
19.435629098598532,104.87768450376461,741.4914779736039,1675.131127577896,6278.958580083525,6579.181943897158,1617.117708638621,19.24299403869857,85.17059906340242,465.15588139552466,702.6590534903419
19.801279051229358,122.8581998709657,683.6504386374727,1611.131506346787,3025.974091657748,2579.840071438501,731.9322276388605,30.138667009627778,95.00728112945703,506.36545279459096,603.0886156406874
21.544820521671983,128.91812222872977,771.4642744213343,1646.8620311425377,2013.1573261618614,1648.3390031891568,474.3309465536537,16.172063144789718,81.7792484973009,379.2500081102674,424.03837467186776
26.602312562531246,146.61105107898766,841.7708864537999,1876.8479690290987,1531.9232875611633,1404.575964321693,446.5619299508786,22.03340637414051,93.17358567902313,376.3091682561595,625.8340443777852
27.063748670543035,169.9143992033205,1070.6251426387266,1858.6653939497965,2580.54738798365,1880.2075978256764,651.6750820210825,19.721312661393313,61.75589635827053,454.4732850453196,518.9805293930694
31.26114744037234,208.18394070646414,704.4489146448517,1526.5690163339798,1478.5127047300334,1129.400262786386,666.854372022363,44.851798747704976,258.81641383556416,909.9562870975739,1575.2716064673536
33.89315760227812,329.3020095248163,1178.0024648647134,2037.301306823889,2463.2937132765846,2013.263928917547,1359.4616016652433,80.71727635581433,327.07420092762914,590.2914670369742,1749.0848176882912
36.72487174186002,283.28319912986865,2372.7521538129076,2066.2016670427593,1956.6116162575781,1378.2482156337549,1358.6315185520796,52.28726784306733,266.85750668086496,986.3310212749057,1851.6678154130154
37.91431381555351,398.52281565799296,2329.526159216805,2439.044463276242,2793.3264180161054,1599.6178559781981,1949.932366075615,66.34618531364927,442.8364405044703,1842.4935018800509,1507.9201465997226
24.249671672335047,271.0197422657317,1117.0708972703044,1455.2151056615014,1730.8708031307906,1100.7677552144355,1316.9794420525432,47.309301964904684,323.45311023939087,713.7633997683879,1185.5018798941744
26.41390666604275,215.569463967171,952.0857318411581,2423.3925397495427,1974.0883496627214,1403.176295425743,1550.4139510209982,34.552010675712765,221.3018545566204,658.6210730440603,1786.6563554424793
28.621751086495347,229.8643702152961,1419.1097178460718,2386.66184985886,2458.5455034449697,1387.2950480856623,3463.648679423456,49.345575216376645,270.20925107998966,884.1848478096847,1570.1491886315246
49.75233011025314,126.7835535230115,700.3062066400113,1795.1696306377028,2462.4736676265793,963.4315032530574,679.5609515135486,46.51579809002578,177.57807052570084,1117.1608246206306,1881.9933059923349
42.33396697543988,166.69086849039496,1072.8359322164517,2526.8441991408663,3643.8485152286785,1144.3564657643435,948.8952066948015,56.24020283215698,258.2677560241621,1562.30400447237,2402.668150573969
34.76812752532229,164.60168841807172,963.9017155913946,1990.5881958951552,3063.617248555024,1138.5326023809612,785.252921412078,44.7772607258715,235.54204769946227,1476.4661043612286,2834.699309584995
27.92937728995457,193.59328799292172,1005.9928763088149,2381.7493762640906,2885.7909893244505,1076.4436451705794,1131.365890407314,40.359815359280525,155.59652547731332,1040.6576455297568,2712.741650597503
41.091852801677305,184.77910015182957,956.9123646405836,2805.2336623538285,4566.965938657522,1950.7726612711945,1567.7119634971018,49.79266782615255,187.66476923060446,1195.9005101320024,1991.5524908142784
38.97539378711856,165.82225683752523,760.7532067710223,2665.7879497470954,3594.389758336047,1320.6559845395386,1520.4663705592975,38.009283007573686,123.51177317735466,1152.4060658143524,1800.68340361584
27.52712299726166,117.2685273189175,298.67025583159796,413.6039486414908,1268.6212032797434,2727.179458748549,875.048251637568,25.361279872631712,95.20161006121391,180.789515613229,309.58333804085845
24.442378268484994,132.3076832164952,374.95501777789707,459.8707480820206,1255.7489086476464,2414.997929409767,635.7992026358843,21.05158456002755,101.71574311989389,195.90952959280304,306.68858239807497
26.030280739626807,123.23812172648223,321.03443450344884,486.8384738109695,1104.5911740756903,1891.6077887065087,600.2551771464446,19.763988145799278,91.66818000105559,173.814844552932,270.106567664848
27.60787831938069,131.3109281026506,344.4715462745322,384.53723805964296,1559.4415459043034,3052.9388261909285,954.7785860057921,19.253353507384112,117.09315955820541,243.43834028109754,251.70391391939484
24.805679745387653,126.97191860268259,338.0535820516137,421.3530013053678,1552.1179536394777,1529.9263244643807,2235.5640467510866,29.5520233756979,148.54718490179462,277.24347935539356,287.46526062465273
29.128750285385948,112.00923314302538,437.5895146697294,730.465494486969,1005.591233638115,1903.6406486065437,170.75088978523854,2.4048566403574414,10.583153524095298,40.73707872260517,42.72554228497514
27.105960492090766,108.99440029478865,434.7222019563584,864.4894683201178,648.9192496387598,1464.2285153182843,157.24248360004276,2.353366173710583,10.753334782197271,41.619074793382126,44.690187760987705
26.74656450691206,127.79886587926981,439.67530026868917,601.6798445961126,712.0488275171567,1059.719661661734,152.43671246975038,2.542707574648526,10.325284057418685,47.3244417712946,36.81578795998939
20.009453513271485,110.54772080328743,368.279587927158,686.3757271037125,656.3791039381176,1073.5763091659173,181.4014937058091,1.6641467382020587,9.523060745701514,34.76348634211414,48.60681516500578
21.335148212121567,112.63075598390424,368.4271550052411,566.0829252731055,654.8347611809148,1041.670819238449,164.3635953737733,1.689845300685344,10.71063551277075,44.08522350861555,55.6869491735706
35.69831208817777,168.94163260333397,719.4200864804443,1847.661010611802,1408.8632322282842,882.4057463947682,1168.1733314314235,31.435255859328507,102.7922058031545,466.1006779437109,987.1779777047536
46.85803209360165,198.8835119656481,902.4795844752031,1819.7176211650171,2444.924454011644,1263.154982239008,2316.637499760215,30.005644961381524,142.28763685635445,493.97161550129135,910.7887538146847
40.6168558345186,173.17157346123713,857.992239250879,2228.227843724191,1851.534377231573,676.7765877225125,2458.2970286899554,43.39323060028255,128.28307660100108,447.66778238435893,1016.0876687439157
46.378628357032234,172.66120710085187,751.1253036425138,2093.569197628026,2529.5389775335784,1552.3961654316322,1219.5547602353618,32.67235204204917,122.48453524681584,432.5229141768844,1071.307097088856
117.28357602551112,1029.540828088337,1367.6990534858778,2277.8664210649827,1430.3105005901307,1030.2897194121033,1229.4596220646051,26.79560587987847,117.1631914965886,330.2123976019599,609.6217165226117
95.07117001388299,494.98457308940124,1192.4999327717037,2112.356797270477,1048.6196306509275,919.0332228578627,1391.3852588844793,34.29658301367938,123.33768516869168,253.46635276804835,682.1341004829543
72.34319416503422,512.5881660579082,1206.9647011047539,3553.819077853113,1777.6161374803632,1141.6234620598457,4577.925716754048,26.08546458794929,98.03392725106096,252.09830654241762,747.0474085235037
64.42640416256229,472.9288137710342,1128.373503490351,2510.207118117561,2297.638581661508,967.3175355338801,2721.422339737726,19.382643816868946,137.05408534443023,289.54366061863647,434.7344817087675
75.90165808606737,629.6052527153709,1143.991973634654,2218.214370323345,5262.608989984418,1074.2311403928325,2790.109229495749,18.96126874105539,81.38079607997011,238.5316450798418,391.9505112896053
20.224542443058454,112.49909962520661,579.6355292446291,1676.926432965944,1453.6564970724282,738.2272211605061,1426.305584104111,2.8599618844358092,16.963994689898147,56.19561211338926,179.78903092083056
17.372899108333513,125.00730510759844,671.3180319758442,1951.045852176224,1456.2645659626771,730.0931210977335,1886.145278122276,3.1422493155065845,18.58789358536766,83.79560874782813,225.93851471498297
20.54852667446054,99.64817875936083,633.979114352027,1793.016563537841,1825.4220872695248,985.1442558172469,2074.512553314368,4.0260124928245205,13.243614685188124,85.47349497690448,211.06411603225087
22.232011159484195,159.97459239276458,582.8310380155065,2007.87187024268,2902.3458175050714,2433.4507699756264,2969.1715694529316,3.465326381528939,29.660589162856922,107.64849304019785,268.16401491182233
19.715609298170115,144.13319044059608,533.0327757515479,1191.0899344279119,3295.9102658331394,2793.2381016804525,2227.5656242885934,4.719978057868805,25.43661431240313,85.65893627639161,152.50964868825395
